"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Ultra_Rank","Master_Rank","Little_IVs","Great_IVs","Ultra_IVs","Master_IVs","Little_Level","Great_Level","Ultra_Level","Master_Level","Little_CP","Great_CP","Ultra_CP","Master_CP","Little_MoveSet","Great_MoveSet","Ultra_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next","Previous_evols"
"429","Mismagius (Shadow)","Misdreavus",TRUE,,599,260,367,,"0/15/15","0/14/15","15/15/15",,21.5,42,50,,1499,2489,2957,,"Psywave, Shadow Ball, Dark Pulse","Psywave, Shadow Ball, Dark Pulse","Psywave, Shadow Ball, Dark Pulse","200;429","429","200;429"
"43","Oddish","Oddish",FALSE,650,810,,,"0/15/13","15/15/15",,,16,50,,,500,1389,,,"Acid, Sludge Bomb, Seed Bomb","Razor Leaf, Seed Bomb, Sludge Bomb",,,"43;44;45","43;44;45","43"
"43","Oddish (Shadow)","Oddish",TRUE,610,731,,,"0/15/13","15/15/15",,,16,50,,,500,1389,,,"Acid, Sludge Bomb, Seed Bomb","Razor Leaf, Seed Bomb, Sludge Bomb",,,"43;44;45","43;44;45","43"
"430","Honchkrow","Murkrow",FALSE,691,697,440,410,"2/15/13","0/15/15","0/15/15","15/15/15",7,20.5,38.5,50,500,1500,2499,3065,"Snarl, Brave Bird, Dark Pulse","Snarl, Brave Bird, Dark Pulse","Snarl, Brave Bird, Dark Pulse","Snarl, Brave Bird, Dark Pulse","198;430","430","198;430"
"430","Honchkrow (Shadow)","Murkrow",TRUE,,774,420,373,,"0/15/15","0/15/15","15/15/15",,20.5,38.5,50,,1500,2499,3065,,"Snarl, Brave Bird, Dark Pulse","Snarl, Brave Bird, Dark Pulse","Snarl, Brave Bird, Dark Pulse","198;430","430","198;430"
"431","Glameow","Glameow",FALSE,251,,,,"0/14/14",,,,21.5,,,,497,,,,"Quick Attack, Aerial Ace, Thunderbolt",,,,"431;432","431;432","431"
"431","Glameow (Shadow)","Glameow",TRUE,341,,,,"0/14/14",,,,21.5,,,,497,,,,"Quick Attack, Aerial Ace, Thunderbolt",,,,"431;432","431;432","431"
"432","Purugly","Glameow",FALSE,546,476,639,,"0/9/13","0/12/15","15/15/15",,10,29.5,50,,499,1489,2208,,"Shadow Claw, Aerial Ace, Thunder","Shadow Claw, Aerial Ace, Thunder","Shadow Claw, Aerial Ace, Thunder",,"431;432","432","431;432"
"432","Purugly (Shadow)","Glameow",TRUE,507,413,626,,"0/9/13","0/12/15","15/15/15",,10,29.5,50,,499,1489,2208,,"Shadow Claw, Aerial Ace, Thunder","Shadow Claw, Aerial Ace, Thunder","Shadow Claw, Aerial Ace, Thunder",,"431;432","432","431;432"
"434","Stunky","Stunky",FALSE,107,835,,,"0/11/14","15/15/15",,,17.5,50,,,500,1301,,,"Bite, Crunch, Sludge Bomb","Bite, Crunch, Trailblaze",,,"434;435","434;435","434"
"434","Stunky (Shadow)","Stunky",TRUE,26,776,,,"0/11/14","15/15/15",,,17.5,50,,,500,1301,,,"Bite, Crunch, Sludge Bomb","Bite, Crunch, Trailblaze",,,"434;435","434;435","434"
"435","Skuntank","Stunky",FALSE,300,150,70,318,"4/15/13","0/15/15","3/15/14","15/15/15",8,24,50,50,499,1490,2490,2666,"Poison Jab, Crunch, Sludge Bomb","Poison Jab, Crunch, Trailblaze","Poison Jab, Crunch, Trailblaze","Poison Jab, Crunch, Trailblaze","434;435","435","434;435"
"435","Skuntank (Shadow)","Stunky",TRUE,306,217,53,306,"4/15/13","0/15/15","3/15/14","15/15/15",8,24,50,50,499,1490,2490,2666,"Poison Jab, Crunch, Sludge Bomb","Poison Jab, Crunch, Trailblaze","Poison Jab, Crunch, Trailblaze","Poison Jab, Crunch, Trailblaze","434;435","435","434;435"
"437","Bronzong","Bronzor",FALSE,,349,245,552,,"1/15/14","13/15/14","15/15/15",,25.5,50,50,,1498,2488,2531,,"Confusion, Psyshock, Payback","Confusion, Psyshock, Payback","Confusion, Psyshock, Heavy Slam","436;437","437","436;437"
"438","Bonsly","Sudowoodo",FALSE,,773,,,,"15/15/15",,,,50,,,,1472,,,,"Rock Throw, Rock Slide, Earthquake",,,"185;438","438","438"
"44","Gloom","Oddish",FALSE,653,613,,,"0/15/13","0/12/14",,,11.5,39.5,,,498,1500,,,"Acid, Sludge Bomb, Moonblast","Razor Leaf, Sludge Bomb, Moonblast",,,"43;44;45","44;45","43;44"
"44","Gloom (Shadow)","Oddish",TRUE,612,494,,,"0/15/13","0/12/14",,,11.5,39.5,,,498,1500,,,"Acid, Sludge Bomb, Moonblast","Razor Leaf, Sludge Bomb, Moonblast",,,"43;44;45","44;45","43;44"
"440","Happiny","Chansey",FALSE,665,,,,"15/15/15",,,,50,,,,419,,,,"Zen Headbutt, Psychic, NA",,,,"113;242;440","440","440"
"441","Chatot","Chatot",FALSE,629,965,,,"1/15/14","0/15/14",,,10.5,33.5,,,499,1500,,,"Steel Wing, Sky Attack, Night Shade","Steel Wing, Night Shade, Sky Attack",,,"441","441","441"
"442","Spiritomb","Spiritomb",FALSE,215,154,225,520,"0/11/9","0/15/15","15/15/15","15/15/15",9.5,27.5,50,50,496,1498,2343,2343,"Sucker Punch, Shadow Ball, Rock Tomb","Sucker Punch, Shadow Sneak, Shadow Ball","Sucker Punch, Shadow Ball, Shadow Sneak","Sucker Punch, Shadow Ball, Shadow Sneak","442","442","442"
"443","Gible","Gible",FALSE,438,,,,"0/11/15",,,,18,,,,495,,,,"Mud Shot, Body Slam, Dig",,,,"443;444;445","443;444;445","443"
"443","Gible (Shadow)","Gible",TRUE,404,,,,"0/11/15",,,,18,,,,495,,,,"Mud Shot, Body Slam, Dig",,,,"443;444;445","443;444;445","443"
"444","Gabite","Gible",FALSE,664,744,707,,"3/15/14","0/15/14","15/15/15",,10,31,50,,499,1497,2119,,"Mud Shot, Flamethrower, Dig","Mud Shot, Dig, Flamethrower","Mud Shot, Dig, Flamethrower",,"443;444;445","444;445","443;444"
"444","Gabite (Shadow)","Gible",TRUE,692,834,706,,"3/15/14","0/15/14","15/15/15",,10,31,50,,499,1497,2119,,"Mud Shot, Flamethrower, Dig","Mud Shot, Dig, Flamethrower","Mud Shot, Dig, Flamethrower",,"443;444;445","444;445","443;444"
"445","Garchomp","Gible",FALSE,289,637,478,52,"0/13/13","0/15/14","0/14/13","15/15/15",5,14,23.5,50,499,1495,2496,4479,"Dragon Tail, Outrage, Earth Power","Dragon Tail, Sand Tomb, Outrage","Dragon Tail, Sand Tomb, Outrage","Mud Shot, Outrage, Earth Power[etm]","443;444;445","445","443;444;445"
"445","Garchomp (Shadow)","Gible",TRUE,,603,482,99,,"0/15/14","0/14/13","15/15/15",,14,23.5,50,,1495,2496,4479,,"Dragon Tail, Sand Tomb, Outrage","Dragon Tail, Sand Tomb, Outrage","Dragon Tail, Outrage, Sand Tomb","443;444;445","445","443;444;445"
"446","Munchlax","Snorlax",FALSE,124,180,652,613,"0/11/10","0/14/13","15/15/14","15/15/15",10.5,32,50,50,500,1499,2139,2139,"Tackle, Body Slam, Bulldoze","Tackle, Body Slam, Bulldoze","Tackle, Body Slam, Bulldoze","Lick, Body Slam, Bulldoze","143;446","446","446"
"448","Lucario","Riolu",FALSE,,249,195,381,,"1/15/15","1/15/15","15/15/15",,20.5,38.5,50,,1494,2496,3056,,"Force Palm, Thunder Punch, Shadow Ball","Force Palm, Thunder Punch, Shadow Ball","Counter, Thunder Punch, Shadow Ball","447;448","448","447;448"
"449","Hippopotas","Hippopotas",FALSE,212,335,,,"0/15/14","13/15/14",,,14.5,49.5,,,499,1498,,,"Sand Attack, Body Slam, Dig","Sand Attack, Body Slam, Dig",,,"449;450","449;450","449"
"449","Hippopotas (Shadow)","Hippopotas",TRUE,192,266,,,"0/15/14","13/15/14",,,14.5,49.5,,,499,1498,,,"Sand Attack, Body Slam, Dig","Sand Attack, Body Slam, Dig",,,"449;450","449;450","449"
"45","Vileplume","Oddish",FALSE,662,676,601,527,"0/14/15","0/15/14","0/15/14","15/15/15",7.5,22,44,50,499,1498,2494,2893,"Acid, Sludge Bomb, Moonblast","Razor Leaf, Sludge Bomb, Petal Blizzard","Razor Leaf, Sludge Bomb, Moonblast","Razor Leaf, Sludge Bomb, Moonblast","43;44;45","45","43;44;45"
"45","Vileplume (Shadow)","Oddish",TRUE,,524,596,493,,"0/15/14","0/15/14","15/15/15",,22,44,50,,1498,2494,2893,,"Razor Leaf, Sludge Bomb, Moonblast","Razor Leaf, Sludge Bomb, Moonblast","Razor Leaf, Sludge Bomb, Moonblast","43;44;45","45","43;44;45"
"450","Hippowdon","Hippopotas",FALSE,101,124,60,88,"0/2/15","0/14/10","0/14/15","15/15/15",6.5,18.5,31,50,500,1494,2500,3488,"Sand Attack, Weather Ball (Rock), Scorching Sands","Sand Attack, Weather Ball (Rock), Scorching Sands","Sand Attack, Weather Ball (Rock), Scorching Sands","Sand Attack, Weather Ball (Rock), Earth Power","449;450","450","449;450"
"450","Hippowdon (Shadow)","Hippopotas",TRUE,,88,61,61,,"0/14/10","0/14/15","15/15/15",,18.5,31,50,,1494,2500,3488,,"Sand Attack, Weather Ball (Rock), Scorching Sands","Sand Attack, Weather Ball (Rock), Scorching Sands","Sand Attack, Weather Ball (Rock), Earth Power","449;450","450","449;450"
"451","Skorupi","Skorupi",FALSE,5,820,,,"1/15/14","15/15/15",,,20,50,,,499,1141,,,"Poison Sting, Cross Poison, Aqua Tail","Poison Sting, Aqua Tail, Cross Poison",,,"451;452","451;452","451"
"451","Skorupi (Shadow)","Skorupi",TRUE,2,754,,,"1/15/14","15/15/15",,,20,50,,,499,1141,,,"Poison Sting, Cross Poison, Aqua Tail","Poison Sting, Aqua Tail, Cross Poison",,,"451;452","451;452","451"
"452","Drapion","Skorupi",FALSE,22,82,12,305,"0/10/12","2/15/14","0/15/15","15/15/15",8,23,48,50,500,1499,2499,2773,"Poison Sting, Aqua Tail, Crunch","Poison Sting, Crunch, Aqua Tail","Poison Sting, Crunch, Aqua Tail","Poison Sting, Crunch, Aqua Tail","451;452","452","451;452"
"452","Drapion (Shadow)","Skorupi",TRUE,,42,20,252,,"2/15/14","0/15/15","15/15/15",,23,48,50,,1499,2499,2773,,"Poison Sting, Crunch, Aqua Tail","Poison Sting, Aqua Tail, Crunch","Poison Sting, Crunch, Aqua Tail","451;452","452","451;452"
"453","Croagunk","Croagunk",FALSE,254,,,,"0/13/15",,,,21,,,,499,,,,"Poison Sting, Sludge Bomb, Brick Break",,,,"453;454","453;454","453"
"453","Croagunk (Shadow)","Croagunk",TRUE,258,,,,"0/13/15",,,,21,,,,499,,,,"Poison Sting, Sludge Bomb, Brick Break",,,,"453;454","453;454","453"
"454","Toxicroak","Croagunk",FALSE,502,620,333,415,"5/15/15","1/15/15","0/15/12","15/15/15",7.5,22.5,46.5,50,496,1498,2499,2813,"Poison Jab, Dynamic Punch, Sludge Bomb","Counter, Mud Bomb, Shadow Ball","Counter, Mud Bomb, Shadow Ball","Poison Jab, Dynamic Punch, Mud Bomb","453;454","454","453;454"
"454","Toxicroak (Shadow)","Croagunk",TRUE,,574,328,400,,"1/15/15","0/15/12","15/15/15",,22.5,46.5,50,,1498,2499,2813,,"Counter, Mud Bomb, Shadow Ball","Counter, Mud Bomb, Shadow Ball","Poison Jab, Dynamic Punch, Mud Bomb","453;454","454","453;454"
"455","Carnivine","Carnivine",FALSE,652,594,544,556,"0/13/9","0/14/13","15/15/15","15/15/15",9,26.5,50,50,500,1498,2441,2441,"Vine Whip, Crunch, Power Whip","Vine Whip, Power Whip, Crunch","Vine Whip, Crunch, Power Whip","Vine Whip, Crunch, Power Whip","455","455","455"
"457","Lumineon","Finneon",FALSE,,510,694,,,"0/15/12","15/15/15",,,34.5,50,,,1497,2050,,,"Water Gun, Water Pulse, Silver Wind","Water Gun, Water Pulse, Silver Wind",,"456;457","457","456;457"
"458","Mantyke","Mantine",FALSE,58,254,,,"0/15/15","15/15/15",,,16,50,,,500,1411,,,"Bubble, Aerial Ace, Ice Beam","Bubble, Aerial Ace, Water Pulse",,,"226;458","458","458"
"459","Snover","Snover",FALSE,184,787,,,"1/14/14","15/15/14",,,17,50,,,496,1311,,,"Powder Snow, Ice Beam, Stomp","Powder Snow, Ice Beam, Energy Ball",,,"459;460","459;460","459"
"459","Snover (Shadow)","Snover",TRUE,197,905,,,"1/14/14","15/15/14",,,17,50,,,496,1311,,,"Powder Snow, Ice Beam, Stomp","Powder Snow, Ice Beam, Energy Ball",,,"459;460","459;460","459"
"46","Paras","Paras",FALSE,475,,,,"0/15/13",,,,19.5,,,,497,,,,"Bug Bite, X-Scissor, Cross Poison",,,,"46;47","46;47","46"
"460","Abomasnow","Snover",FALSE,35,78,79,313,"3/15/15","0/15/15","3/15/14","15/15/15",8,24,50,50,500,1491,2495,2670,"Powder Snow, Weather Ball (Ice), Energy Ball","Powder Snow, Icy Wind, Energy Ball","Powder Snow, Icy Wind, Energy Ball","Powder Snow, Weather Ball (Ice), Energy Ball","459;460","460","459;460"
"460","Abomasnow (Shadow)","Snover",TRUE,37,92,97,260,"3/15/15","0/15/15","3/15/14","15/15/15",8,24,50,50,500,1491,2495,2670,"Powder Snow, Weather Ball (Ice), Energy Ball","Powder Snow, Weather Ball (Ice), Energy Ball","Powder Snow, Icy Wind, Energy Ball","Powder Snow, Weather Ball (Ice), Energy Ball","459;460","460","459;460"
"461","Weavile","Sneasel",FALSE,640,690,448,221,"0/13/10","0/15/15","0/14/15","15/15/15",6.5,18.5,32,50,500,1500,2499,3397,"Snarl, Avalanche, Foul Play","Snarl, Avalanche, Foul Play","Snarl, Avalanche, Foul Play","Snarl, Avalanche, Focus Blast","215;461","461","215;461"
"461","Weavile (Shadow)","Sneasel",TRUE,,621,455,214,,"0/15/15","0/14/15","15/15/15",,18.5,32,50,,1500,2499,3397,,"Snarl, Avalanche, Foul Play","Snarl, Avalanche, Foul Play","Snarl, Avalanche, Focus Blast","215;461","461","215;461"
"462","Magnezone","Magnemite",FALSE,277,196,177,156,"1/15/15","0/13/15","0/15/15","15/15/15",6,17.5,29,50,498,1496,2497,3623,"Volt Switch, Wild Charge, Mirror Shot","Volt Switch, Wild Charge, Mirror Shot","Volt Switch, Wild Charge, Mirror Shot","Volt Switch, Wild Charge, Mirror Shot","81;82;462","462","81;82;462"
"462","Magnezone (Shadow)","Magnemite",TRUE,,234,122,120,,"0/13/15","0/15/15","15/15/15",,17.5,29,50,,1496,2497,3623,,"Volt Switch, Wild Charge, Mirror Shot","Volt Switch, Wild Charge, Mirror Shot","Volt Switch, Wild Charge, Mirror Shot","81;82;462","462","81;82;462"
"463","Lickilicky","Lickitung",FALSE,29,29,23,310,"0/9/14","0/15/10","0/14/15","15/15/15",8,23.5,48.5,50,500,1498,2498,2789,"Rollout, Body Slam, Shadow Ball","Rollout, Body Slam, Shadow Ball","Rollout, Body Slam, Shadow Ball","Rollout, Body Slam[etm], Shadow Ball","108;463","463","108;463"
"464","Rhyperior","Rhyhorn",FALSE,261,371,164,8,"0/3/4","0/14/14","0/14/14","15/15/15",5.5,15,25,50,500,1498,2499,4221,"Mud Slap, Rock Wrecker, Superpower","Mud Slap, Breaking Swipe, Rock Wrecker","Mud Slap, Breaking Swipe, Rock Wrecker","Mud Slap, Breaking Swipe, Rock Wrecker[etm]","111;112;464","464","111;112;464"
"464","Rhyperior (Shadow)","Rhyhorn",TRUE,,276,161,19,,"0/14/14","0/14/14","15/15/15",,15,25,50,,1498,2499,4221,,"Mud Slap, Breaking Swipe, Rock Wrecker","Mud Slap, Rock Wrecker, Breaking Swipe","Mud Slap, Rock Wrecker[etm], Breaking Swipe","111;112;464","464","111;112;464"
"465","Tangrowth","Tangela",FALSE,608,471,382,210,"0/12/11","1/15/14","0/14/15","15/15/15",6.5,18.5,32,50,499,1498,2497,3425,"Vine Whip, Power Whip, Rock Slide","Vine Whip, Power Whip, Rock Slide","Vine Whip, Power Whip, Rock Slide","Vine Whip, Power Whip, Rock Slide","114;465","465","114;465"
"465","Tangrowth (Shadow)","Tangela",TRUE,,472,374,194,,"1/15/14","0/14/15","15/15/15",,18.5,32,50,,1498,2497,3425,,"Vine Whip, Power Whip, Rock Slide","Vine Whip, Power Whip, Rock Slide","Vine Whip, Power Whip, Rock Slide","114;465","465","114;465"
"466","Electivire","Electabuzz",FALSE,338,155,129,146,"0/7/7","1/15/15","1/15/15","15/15/15",6.5,18,30,50,498,1498,2490,3481,"Thunder Shock, Wild Charge, Ice Punch","Thunder Shock, Ice Punch, Wild Charge","Thunder Shock, Wild Charge, Ice Punch","Thunder Shock, Wild Charge, Ice Punch","125;239;466","239;466","239;125;466"
"466","Electivire (Shadow)","Electabuzz",TRUE,,49,69,117,,"1/15/15","1/15/15","15/15/15",,18,30,50,,1498,2490,3481,,"Thunder Shock, Ice Punch, Wild Charge","Thunder Shock, Wild Charge, Ice Punch","Thunder Shock, Wild Charge, Ice Punch","125;239;466","239;466","239;125;466"
"467","Magmortar","Magmar",FALSE,,328,321,182,,"0/10/15","1/15/15","15/15/15",,18,29.5,50,,1500,2496,3541,,"Karate Chop, Fire Punch, Thunderbolt","Karate Chop, Fire Punch, Thunderbolt","Karate Chop, Fire Punch, Thunderbolt[etm]","126;240;467","240;467","240;126;467"
"467","Magmortar (Shadow)","Magmar",TRUE,,233,184,167,,"0/10/15","1/15/15","15/15/15",,18,29.5,50,,1500,2496,3541,,"Karate Chop, Fire Punch, Thunderbolt","Karate Chop, Fire Punch, Thunderbolt","Karate Chop, Fire Punch, Thunderbolt[etm]","126;240;467","240;467","240;126;467"
"468","Togekiss","Togepi",FALSE,17,347,288,81,"0/3/14","0/14/11","0/15/15","15/15/15",6,17,28,50,496,1495,2498,3767,"Charm, Aerial Ace, Aura Sphere","Charm, Ancient Power, Aura Sphere","Charm, Ancient Power, Aura Sphere","Charm, Ancient Power, Aura Sphere[etm]","175;176;468","468","175;176;468"
"469","Yanmega","Yanma",FALSE,561,844,592,492,"1/15/15","0/14/15","1/15/15","15/15/15",6.5,19,33,50,500,1498,2496,3330,"Wing Attack, Aerial Ace, Bug Buzz","Wing Attack, Aerial Ace, Ancient Power","Wing Attack, Aerial Ace, Ancient Power","Wing Attack, Aerial Ace, Ancient Power","193;469","469","193;469"
"47","Parasect","Paras",FALSE,326,607,699,,"0/9/14","0/13/15","15/15/14",,10.5,32,50,,500,1495,2102,,"Fury Cutter, X-Scissor, Cross Poison","Fury Cutter, X-Scissor, Cross Poison","Fury Cutter, X-Scissor, Cross Poison",,"46;47","47","46;47"
"470","Leafeon","Leafeon",FALSE,320,370,471,262,"3/15/13","1/15/14","0/14/13","15/15/15",6.5,19,34,50,499,1496,2489,3328,"Quick Attack, Leaf Blade, Last Resort","Quick Attack, Leaf Blade, Last Resort","Bullet Seed, Leaf Blade, Last Resort","Bullet Seed[etm], Leaf Blade, Last Resort[etm]","133;470","470","133;470"
"471","Glaceon","Glaceon",FALSE,,745,500,200,,"0/15/12","0/15/12","15/15/15",,18,30,50,,1499,2500,3535,,"Ice Shard, Avalanche, Icy Wind","Ice Shard, Avalanche, Icy Wind","Ice Shard, Avalanche, Icy Wind","133;471","471","133;471"
"472","Gliscor","Gligar",FALSE,62,86,28,317,"6/15/14","1/15/14","0/14/15","15/15/15",7,21,40.5,50,500,1496,2494,3043,"Sand Attack, Aerial Ace, Night Slash","Sand Attack, Earthquake, Aerial Ace","Sand Attack, Earthquake, Aerial Ace","Wing Attack, Night Slash, Earthquake","207;472","472","207;472"
"472","Gliscor (Shadow)","Gligar",TRUE,,79,68,243,,"1/15/14","0/14/15","15/15/15",,21,40.5,50,,1496,2494,3043,,"Sand Attack, Earthquake, Aerial Ace","Sand Attack, Aerial Ace, Earthquake","Sand Attack, Night Slash, Aerial Ace","207;472","472","207;472"
"473","Mamoswine","Swinub",FALSE,458,483,285,80,"0/13/1","0/15/7","0/15/13","15/15/15",6,17,28,50,495,1491,2500,3763,"Powder Snow, Avalanche, Stone Edge","Powder Snow, Avalanche, High Horsepower","Powder Snow, Avalanche, High Horsepower","Powder Snow, Avalanche, High Horsepower","220;221;473","473","220;221;473"
"473","Mamoswine (Shadow)","Swinub",TRUE,,503,317,67,,"0/15/7","0/15/13","15/15/15",,17,28,50,,1491,2500,3763,,"Powder Snow, Avalanche, High Horsepower","Powder Snow, Avalanche, High Horsepower","Powder Snow, High Horsepower, Avalanche","220;221;473","473","220;221;473"
"474","Porygon-Z","Porygon",FALSE,701,955,700,285,"0/12/11","1/15/13","0/13/14","15/15/15",6,17,28.5,50,498,1499,2500,3693,"Lock On, Tri Attack, Blizzard","Lock On, Tri Attack, Zap Cannon","Lock On, Tri Attack, Blizzard","Lock On, Tri Attack[etm], Blizzard","137;233;474","474","137;233;474"
"474","Porygon-Z (Shadow)","Porygon",TRUE,,949,704,283,,"1/15/13","0/13/14","15/15/15",,17,28.5,50,,1499,2500,3693,,"Lock On, Tri Attack, Zap Cannon","Lock On, Tri Attack, Blizzard","Lock On, Tri Attack[etm], Blizzard","137;233;474","474","137;233;474"
"475","Gallade","Gallade",FALSE,,131,190,176,,"0/15/15","0/12/15","15/15/15",,18,30.5,50,,1498,2500,3497,,"Psycho Cut, Close Combat, Leaf Blade","Psycho Cut, Close Combat, Leaf Blade","Psycho Cut, Close Combat, Leaf Blade","280;281;475","475","280;281;475"
"475","Gallade (Shadow)","Gallade",TRUE,,63,110,135,,"0/15/15","0/12/15","15/15/15",,18,30.5,50,,1498,2500,3497,,"Psycho Cut, Close Combat, Leaf Blade","Psycho Cut, Close Combat, Leaf Blade","Psycho Cut, Close Combat, Leaf Blade","280;281;475","475","280;281;475"
"476","Probopass","Nosepass",FALSE,,437,504,539,,"0/15/15","15/15/14","15/15/15",,28,50,50,,1497,2351,2351,,"Spark, Rock Slide, Zap Cannon","Spark, Rock Slide, Zap Cannon","Rock Throw, Magnet Bomb, Rock Slide","299;476","476","299;476"
"476","Probopass (Shadow)","Nosepass",TRUE,,527,530,525,,"0/15/15","15/15/14","15/15/15",,28,50,50,,1493,2351,2351,,"Spark, Rock Slide, Zap Cannon","Spark, Rock Slide, Zap Cannon","Rock Throw, Magnet Bomb, Rock Slide","299;476","476","299;476"
"477","Dusknoir","Duskull",FALSE,,101,22,323,,"0/14/13","0/15/15","15/15/15",,24,50,50,,1499,2489,2700,,"Astonish, Shadow Ball, Shadow Punch","Astonish, Shadow Ball, Shadow Punch","Astonish, Shadow Punch, Dark Pulse","355;356;477","477","355;356;477"
"477","Dusknoir (Shadow)","Duskull",TRUE,,72,14,299,,"0/14/13","0/15/15","15/15/15",,24,50,50,,1499,2489,2700,,"Astonish, Shadow Ball, Shadow Punch","Astonish, Shadow Punch, Shadow Ball","Astonish, Shadow Punch, Dark Pulse","355;356;477","477","355;356;477"
"478","Froslass","Froslass",FALSE,,115,281,,,"0/15/15","15/15/15",,,28,50,,,1496,2306,,,"Powder Snow, Avalanche, Shadow Ball","Powder Snow, Avalanche, Shadow Ball",,"361;478","478","361;478"
"478","Froslass (Shadow)","Froslass",TRUE,,166,282,,,"0/15/15","15/15/15",,,28,50,,,1496,2306,,,"Powder Snow, Avalanche, Shadow Ball","Powder Snow, Avalanche, Shadow Ball",,"361;478","478","361;478"
"479","Rotom","Rotom",FALSE,549,612,559,,"0/15/12",,"0/9/5",,7.5,,47,,499,1500,2296,,"Thunder Shock, Thunderbolt, Ominous Wind","Astonish, Thunderbolt, Ominous Wind","Astonish, Thunderbolt, Ominous Wind",,"479","479","479"
"479","Rotom (Frost)","Rotom",FALSE,715,802,435,507,"0/15/12","0/12/15","0/15/15","15/15/15",7.5,22,43,50,500,1491,2499,2916,"Thunder Shock, Blizzard, Thunderbolt","Thunder Shock, Thunderbolt, Blizzard","Thunder Shock, Thunderbolt, Blizzard","Thunder Shock, Blizzard, Thunderbolt","479","479","479"
"479","Rotom (Heat)","Rotom",FALSE,682,600,200,383,"0/15/12","0/12/15","0/15/15","15/15/15",7.5,22,43,50,500,1491,2499,2916,"Thunder Shock, Overheat, Thunderbolt","Thunder Shock, Overheat, Thunderbolt","Thunder Shock, Overheat, Thunderbolt","Thunder Shock, Overheat, Thunderbolt","479","479","479"
"479","Rotom (Mow)","Rotom",FALSE,675,789,555,511,"0/15/12","0/12/15","0/15/15","15/15/15",7.5,22,43,50,500,1491,2499,2916,"Thunder Shock, Thunderbolt, Ominous Wind","Thunder Shock, Thunderbolt, Ominous Wind","Thunder Shock, Thunderbolt, Ominous Wind","Thunder Shock, Thunderbolt, Ominous Wind","479","479","479"
"479","Rotom (Wash)","Rotom",FALSE,709,741,340,405,"0/15/12","0/12/15","0/15/15","15/15/15",7.5,22,43,50,500,1491,2499,2916,"Thunder Shock, Thunderbolt, Hydro Pump","Thunder Shock, Thunderbolt, Hydro Pump","Thunder Shock, Thunderbolt, Hydro Pump","Thunder Shock, Thunderbolt, Hydro Pump","479","479","479"
"48","Venonat","Venonat",FALSE,381,,,,"0/15/15",,,,20,,,,497,,,,"Confusion, Poison Fang, Signal Beam",,,,"48;49","48;49","48"
"48","Venonat (Shadow)","Venonat",TRUE,388,,,,"0/15/15",,,,20,,,,497,,,,"Confusion, Poison Fang, Signal Beam",,,,"48;49","48;49","48"
"480","Uxie","Uxie",FALSE,,360,172,454,,"0/13/13","0/15/15","15/15/15",,23,46.5,50,,1500,2496,2853,,"Confusion, Swift, Future Sight","Confusion, Swift, Future Sight","Confusion, Swift, Future Sight","480","480","480"
"481","Mesprit","Mesprit",FALSE,,782,569,331,,"0/15/12","1/15/15","15/15/15",,18.5,31,50,,1500,2499,3457,,"Confusion, Swift, Future Sight","Confusion, Swift, Future Sight","Confusion, Swift, Future Sight","481","481","481"
"482","Azelf","Azelf",FALSE,,925,698,438,,"0/14/11","0/12/15","15/15/15",,17.5,29,50,,1500,2487,3629,,"Confusion, Swift, Future Sight","Confusion, Swift, Future Sight","Confusion, Swift, Future Sight","482","482","482"
"483","Dialga","Dialga",FALSE,,,408,36,,,"0/15/12","15/15/15",,,23,50,,,2496,4565,,,"Dragon Breath, Iron Head, Draco Meteor","Dragon Breath, Iron Head, Draco Meteor","483","483","483"
"483","Dialga (Origin)","Dialga",FALSE,,,353,13,,,"1/15/15","15/15/15",,,22.5,50,,,2498,4624,,,"Dragon Breath, Roar of Time, Iron Head","Dragon Breath, Roar of Time[legacy], Iron Head","483","483","483"
"484","Palkia","Palkia",FALSE,,,230,6,,,"2/15/14","15/15/15",,,23,50,,,2493,4512,,,"Dragon Breath, Aqua Tail, Draco Meteor","Dragon Breath, Aqua Tail, Draco Meteor","484","484","484"
"484","Palkia (Origin)","Palkia",FALSE,,,234,1,,,"0/15/10","15/15/15",,,22.5,50,,,2496,4683,,,"Dragon Breath, Aqua Tail, Draco Meteor","Dragon Breath, Aqua Tail, Spacial Rend[legacy]","484","484","484"
"484","Palkia (Shadow)","Palkia",TRUE,,185,204,7,,"0/14/12","2/15/14","15/15/15",,14,23,50,,1498,2481,4512,,"Dragon Breath, Aqua Tail, Draco Meteor","Dragon Breath, Aqua Tail, Draco Meteor","Dragon Breath, Aqua Tail, Draco Meteor","484","484","484"
"485","Heatran","Heatran",FALSE,,334,170,46,,"0/12/12","2/15/15","15/15/15",,15,24.5,50,,1494,2491,4244,,"Fire Spin, Magma Storm, Stone Edge","Fire Spin, Magma Storm, Stone Edge","Fire Spin, Magma Storm[etm], Iron Head","485","485","485"
"485","Heatran (Shadow)","Heatran",TRUE,,253,152,31,,"0/12/12","2/15/15","15/15/15",,15,24.5,50,,1497,2499,4244,,"Fire Spin, Magma Storm, Stone Edge","Fire Spin, Magma Storm, Stone Edge","Fire Spin, Magma Storm[etm], Stone Edge","485","485","485"
