"ID","Pokemon","Family","Shadow","Little_Rank","Ultra_Rank","Great_Rank","Master_Rank","Little_IVs","Ultra_IVs","Great_IVs","Master_IVs","Little_Level","Ultra_Level","Great_Level","Master_Level","Little_CP","Ultra_CP","Great_CP","Master_CP","Little_MoveSet","Ultra_MoveSet","Great_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next"
"741","Oricorio (Sensu)","Oricorio","FALSE",,"356",,,,"4/15/15",,,,"50",,,,"2496",,,,"Air Slash, Air Cutter, Aerial Ace",,,"741","741"
"754","Lurantis","Fomantis","FALSE",,"114",,,,"0/15/15",,,,"49.5",,,,"2499",,,,"Leafage, Leaf Blade, Superpower",,,"753;754","754"
"756","Shiinotic","Morelull","FALSE",,"332",,,,"15/15/14",,,,"50",,,,"2104",,,,"Astonish, Moonblast, Seed Bomb",,,"755;756","756"
"760","Bewear","Stufful","FALSE",,"54",,,,"0/14/15",,,,"30",,,,"2499",,,,"Shadow Claw, Superpower, Payback",,,"759;760","760"
"763","Tsareena","Bounsweet","FALSE",,"285",,,,"0/15/15",,,,"33",,,,"2497",,,,"Magical Leaf, Triple Axel, High Jump Kick",,,"761;762;763","763"
"765","Oranguru","Oranguru","FALSE",,"11",,,,"0/13/15",,,,"49",,,,"2499",,,,"Confusion, Brutal Swing, Trailblaze",,,"765","765"
"770","Palossand","Sandygast","FALSE",,"150",,,,"0/13/14",,,,"49",,,,"2500",,,,"Astonish, Shadow Ball, Scorching Sands",,,"769;770","770"
"775","Komala","Komala","FALSE",,"290",,,,"0/14/15",,,,"43",,,,"2499",,,,"Rollout, Payback, Bulldoze",,,"775","775"
"777","Togedemaru","Togedemaru","FALSE",,"116",,,,"15/15/15",,,,"50",,,,"2442",,,,"Thunder Shock, Fell Stinger, Wild Charge",,,"777","777"
"780","Drampa","Drampa","FALSE",,"100",,,,"0/15/14",,,,"34",,,,"2499",,,,"Dragon Breath, Swift, Dragon Pulse",,,"780","780"
"781","Dhelmise","Dhelmise","FALSE",,"180",,,,"0/15/15",,,,"33",,,,"2497",,,,"Shadow Claw, Shadow Ball, Brutal Swing",,,"781","781"
"785","Tapu Koko","Tapu-koko","FALSE",,"183",,,,"2/15/15",,,,"29",,,,"2496",,,,"Volt Switch, Thunderbolt, Nature's Madness",,,"785","785"
"787","Tapu Bulu","Tapu-bulu","FALSE",,"241",,,,"1/15/14",,,,"27",,,,"2492",,,,"Bullet Seed, Grass Knot, Nature's Madness",,,"787","787"
"792","Lunala","Lunala","FALSE",,"239",,,,"1/15/11",,,,"23",,,,"2499",,,,"Shadow Claw, Shadow Ball, Moonblast",,,"789;790;792","792"
"796","Xurkitree","Xurkitree","FALSE",,"280",,,,"0/12/14",,,,"23.5",,,,"2497",,,,"Thunder Shock, Discharge, Power Whip",,,"796","796"
"797","Celesteela","Celesteela","FALSE",,"284",,,,"0/15/14",,,,"30.5",,,,"2500",,,,"Air Slash, Body Slam, Bulldoze",,,"797","797"
"798","Kartana","Kartana","FALSE",,"128",,,,"0/14/14",,,,"25",,,,"2500",,,,"Fury Cutter, Leaf Blade, Sacred Sword",,,"798","798"
"800","Necrozma (Dawn Wings)","Necrozma","FALSE",,"312",,,,"0/15/15",,,,"22.5",,,,"2500",,,,"Shadow Claw, Dark Pulse, Moongeist Beam",,,"800;800&!fusion&ghost;800&!fusion&steel","800"
"802","Marshadow","Marshadow","FALSE",,"105",,,,"10/13/15",,,,"24",,,,"2487",,,,"Sucker Punch, Close Combat, Ice Punch",,,"802","802"
"811","Thwackey","Grookey","FALSE",,"382",,,,"15/15/15",,,,"50",,,,"2121",,,,"Razor Leaf, Grass Knot, Energy Ball",,,"810;811;812","811;812"
"812","Rillaboom","Grookey","FALSE",,"366",,,,"0/14/15",,,,"28",,,,"2492",,,,"Razor Leaf, Grass Knot, Earth Power",,,"810;811;812","812"
"820","Greedent","Skwovet","FALSE",,"83",,,,"3/15/15",,,,"50",,,,"2496",,,,"Mud Shot, Body Slam, Crunch",,,"819;820","820"
"823","Corviknight","Rookidee","FALSE",,"26",,,,"0/15/15",,,,"48.5",,,,"2497",,,,"Sand Attack, Air Cutter, Iron Head",,,"821;822;823","823"
"830","Eldegoss","Gossifleur","FALSE",,"359",,,,"15/15/14",,,,"50",,,,"2255",,,,"Bullet Seed, Grass Knot, Energy Ball",,,"829;830","830"
"832","Dubwool","Wooloo","FALSE",,"39",,,,"15/15/15",,,,"50",,,,"2478",,,,"Double Kick, Body Slam, Payback",,,"831;832","832"
"836","Boltund","Yamper","FALSE",,"320",,,,"15/15/15",,,,"50",,,,"2460",,,,"Spark, Crunch, Thunder",,,"835;836","836"
"841","Flapple","Applin","FALSE",,"194",,,,"0/15/14",,,,"46.5",,,,"2499",,,,"Dragon Breath, Fly, Seed Bomb",,,"840;841;842;1011;1019","841"
"842","Appletun","Applin","FALSE",,"219",,,,"0/15/15",,,,"48",,,,"2500",,,,"Astonish, Seed Bomb, Outrage",,,"840;841;842;1011;1019","842"
"849","Toxtricity","Toxel","FALSE",,"144",,,,"0/15/14",,,,"42",,,,"2499",,,,"Acid, Wild Charge, Power-Up Punch",,,"848;849","849"
"855","Polteageist","Sinistea","FALSE",,"223",,,,"1/15/14",,,,"30.5",,,,"2500",,,,"Hex, Shadow Ball, Dark Pulse",,,"854;855","855"
"862","Obstagoon","Zigzagoon","FALSE",,"50",,,,"0/15/13",,,,"42",,,,"2497",,,,"Counter, Night Slash, Cross Chop",,,"263&galar;264&galar;862","862"
"862","Obstagoon (Shadow)","Zigzagoon","TRUE",,"47",,,,"0/15/13",,,,"42",,,,"2497",,,,"Counter, Cross Chop, Night Slash",,,"263&galar;264&galar;862","862"
"864","Cursola","Corsola","FALSE",,"232",,,,"0/12/15",,,,"31",,,,"2495",,,,"Astonish, Night Shade, Power Gem",,,"222&galar;864","864"
"866","Mr. Rime","Mr-mime","FALSE",,"305",,,,"0/14/14",,,,"36.5",,,,"2498",,,,"Ice Shard, Icy Wind, Psychic",,,"122;439;866","439;866"
"867","Runerigus","Yamask","FALSE",,"38",,,,"10/15/15",,,,"50",,,,"2497",,,,"Shadow Claw, Rock Tomb, Shadow Ball",,,"562&galar;867","867"
"873","Frosmoth","Snom","FALSE",,"325",,,,"0/14/15",,,,"38.5",,,,"2498",,,,"Powder Snow, Ice Beam, Bug Buzz",,,"872;873","873"
"876","Indeedee (Female)","Indeedee","FALSE",,"321",,,,"0/14/15",,,,"50",,,,"2500",,,,"Extrasensory, Psychic, Energy Ball",,,"876","876"
"876","Indeedee (Male)","Indeedee","FALSE",,"330",,,,"0/14/14",,,,"48",,,,"2496",,,,"Extrasensory, Shadow Ball, Psychic",,,"876","876"
"877","Morpeko (Full Belly)","Morpeko","FALSE",,"68",,,,"15/15/15",,,,"50",,,,"2196",,,,"Thunder Shock, Aura Wheel, Psychic Fangs",,,"877","877"
"887","Dragapult","Dreepy","FALSE",,"324",,,,"1/15/15",,,,"26",,,,"2498",,,,"Dragon Tail, Shadow Ball, Outrage",,,"885;886;887","887"
"893","Zarude","Zarude","FALSE",,"262",,,,"10/14/11",,,,"23.5",,,,"2491",,,,"Vine Whip, Dark Pulse, Power Whip",,,"893","893"
"894","Regieleki","Regieleki","FALSE",,"148",,,,"1/15/14",,,,"36",,,,"2486",,,,"Volt Switch, Thunder Cage, Hyper Beam",,,"894","894"
"899","Wyrdeer","Stantler","FALSE",,"88",,,,"0/15/13",,,,"39",,,,"2496",,,,"Confusion, Wild Charge, Stomp",,,"234;899","899"
"901","Ursaluna","Teddiursa","FALSE",,"310",,,,"1/15/15",,,,"24",,,,"2498",,,,"Tackle, Swift, High Horsepower",,,"216;217;901","901"
"901","Ursaluna (Shadow)","Teddiursa","TRUE",,"317",,,,"1/15/15",,,,"24",,,,"2498",,,,"Tackle, Swift, Ice Punch",,,"216;217;901","901"
"905","Enamorus (Incarnate)","Enamorus","FALSE",,"259",,,,"0/15/13",,,,"27",,,,"2499",,,,"Fairy Wind, Fly, Dazzling Gleam",,,"905","905"
"908","Meowscarada","Sprigatito","FALSE",,"134",,,,"0/15/14",,,,"36",,,,"2498",,,,"Leafage, Night Slash, Frenzy Plant",,,"906;907;908","908"
"911","Skeledirge","Fuecoco","FALSE",,"8",,,,"0/15/15",,,,"32",,,,"2500",,,,"Incinerate, Torch Song, Shadow Ball",,,"909;910;911","911"
"916","Oinkologne","Lechonk","FALSE",,"177",,,,"0/14/12",,,,"43.5",,,,"2497",,,,"Tackle, Body Slam, Trailblaze",,,"915;916","916"
"916","Oinkologne (Female)","Lechonk","FALSE",,"103",,,,"0/15/15",,,,"47",,,,"2500",,,,"Tackle, Body Slam, Trailblaze",,,"915;916","916"
"923","Pawmot","Pawmi","FALSE",,"27",,,,"0/15/15",,,,"40.5",,,,"2500",,,,"Thunder Shock, Brick Break, Wild Charge",,,"921;922;923","923"
"925","Maushold","Tandemaus","FALSE",,"308",,,,"15/15/15",,,,"50",,,,"2244",,,,"Mud Shot, Swift, Crunch",,,"924;925","925"
"930","Arboliva","Smoliv","FALSE",,"276",,,,"0/13/15",,,,"33.5",,,,"2499",,,,"Magical Leaf, Earth Power, Trailblaze",,,"928;929;930","930"
"937","Ceruledge","Ceruledge","FALSE",,"65",,,,"0/15/12",,,,"29.5",,,,"2500",,,,"Incinerate, Shadow Ball, Flame Charge",,,"935;937","937"
"939","Bellibolt","Tadbulb","FALSE",,"9",,,,"0/15/10",,,,"42",,,,"2497",,,,"Sucker Punch, Parabolic Charge, Zap Cannon",,,"938;939","939"
"945","Grafaiai","Shroodle","FALSE",,"115",,,,"10/15/15",,,,"50",,,,"2494",,,,"Mud Slap, Poison Fang, Sludge Bomb",,,"944;945","945"
"949","Toedscruel","Toedscool","FALSE",,"205",,,,"0/13/15",,,,"50",,,,"2499",,,,"Mud Slap, Seed Bomb, Wrap",,,"948;949","949"
"962","Bombirdier","Bombirdier","FALSE",,"55",,,,"0/15/14",,,,"46.5",,,,"2497",,,,"Sucker Punch, Fly, Rock Tomb",,,"962","962"
"972","Houndstone","Greavard","FALSE",,"204",,,,"0/14/15",,,,"46",,,,"2500",,,,"Lick, Shadow Ball, Psychic Fangs",,,"971;972","972"
"975","Cetitan","Cetoddle","FALSE",,"35",,,,"1/15/14",,,,"30",,,,"2494",,,,"Powder Snow, Icicle Spear, Superpower",,,"974;975","975"
"979","Annihilape","Mankey","FALSE",,"16",,,,"0/15/15",,,,"28.5",,,,"2497",,,,"Counter, Rage Fist, Ice Punch",,,"56;57;979","979"
"979","Annihilape (Shadow)","Mankey","TRUE",,"12",,,,"0/15/15",,,,"28.5",,,,"2497",,,,"Counter, Rage Fist, Ice Punch",,,"56;57;979","979"
"982","Dudunsparce","Dunsparce","FALSE",,"17",,,,"0/15/14",,,,"39",,,,"2499",,,,"Rollout, Rock Slide, Drill Run",,,"206;982","982"
"997","Arctibax","Frigibax","FALSE",,"96",,,,"15/15/15",,,,"50",,,,"2365",,,,"Dragon Breath, Avalanche, Dragon Claw",,,"996;997;998","997;998"
"998","Baxcalibur","Frigibax","FALSE",,"113",,,,"1/15/15",,,,"26",,,,"2500",,,,"Dragon Breath, Avalanche, Dragon Claw",,,"996;997;998","998"
"1000","Gholdengo","Gimmighoul","FALSE",,"30",,,,"0/15/12",,,,"26.5",,,,"2499",,,,"Hex, Shadow Ball, Power Gem",,,"999;1000","1000"
"1011","Dipplin","Applin","FALSE",,"200",,,,"2/15/15",,,,"50",,,,"2494",,,,"Dragon Tail, Seed Bomb, Outrage",,,"840;841;842;1011;1019","1011;1019"
"1013","Sinistcha","Poltchageist","FALSE",,"267",,,,"2/15/15",,,,"32.5",,,,"2497",,,,"Astonish, Shadow Ball, Energy Ball",,,"1012;1013","1013"
"1019","Hydrapple","Applin","FALSE",,"226",,,,"0/15/14",,,,"29",,,,"2500",,,,"Dragon Tail, Seed Bomb, Outrage",,,"840;841;842;1011;1019","1019"
"1111","Select a Pokemon","Select a Pokemon","FALSE","","","","","","","","","","","","","","","","","","","","","1111","1111"
"1111","Select a Pokemon","Select a Pokemon","TRUE","","","","","","","","","","","","","","","","","","","","","1111","1111"
"1112","Select a Shadow Pokemon","Select a Shadow Pokemon","FALSE","","","","","","","","","","","","","","","","","","","","","1112","1112"
"1112","Select a Shadow Pokemon","Select a Shadow Pokemon","TRUE","","","","","","","","","","","","","","","","","","","","","1112","1112"
